text,label
hear mark get entrance examination realize admittance university almost certain,1
feel pain pleasant,1
feel innocent chaste,1
I m feel low usually want lie bed nothing,0
know day going feel discouraged,0
feel like plan make happy allow help family well many way,1
suppose feel persom wickdly love long tell see he s get girlfriend faithful I m around,1
feel sincere,1
I m feel nervous,4
going feel annoyed,3
feel hesitant around,4
lap feel virtuous,1
feel assured doubtful time,1
wake feel hopeful,1
still feel really regretful leaving,0
could listen word suddenly feel incredibly helpless,0
feel pretty weird blogge deodorant i m bit deodorant snob find really hard find good one,5
feel study homework week holiday target blank img title stumbleupon class ssba alt stumbleupon src http www,0
guess try say abusive boyfriend crush dream loss job real reason feel depressed,0
also feel extremely blessed marry love family,1
feel like person ever truly love guy shall call mr,2
could not get sleep feel quite irritable restless every time drop sleep mosquito would land face squeal around ear,3
feel sympathetic ever elementary school teacher try coerce entire class third grader walk single file lunchroom,2
barely seem remember live middle come term likelihood would single rest life feel pretty content,1
feed strongly feel feed crappy process dog food want live forever,0
feel indecisive feel like security usually feel sense ground beneath foot suddenly go leave feel wobbly unhappy,4
love projector old old smell displease old slightly musty early feel like little episode mad man set watch something,3
also hope understand feel angry do not support hat rule turn school event san hat,3
feel hurt grimace,0
stay relative house break,4
drunk feel fab,1
decide first time month try wear ugly pink black running shoe least feel little bit cute go,1
feel like people shame,0
I m feel mellow relaxed sometimes I m feel productive quiet sometimes wanna fun yknow,1
I m move back vegitarianism feel delicious,1
I m feel pissed sad right,3
talk district leader elder hill last night explain concern see fruit effort baptize anyone yet plain feeling like many problem weaknesse even funny,5
feel worthless beat break,0
time sister first baby happy joyous stay two day marriage child,1
feel like dirty src http,0
feel completely listless run auto,0
feel like quite neglectful blog say alive happy,0
also worry long trip vomit night may guess I m feel well,1
feel like try calm she s good since game end see katniss get tense every schedule adjustment,1
hate feel I m indecisive,4
feel job let know might miss another holiday,0
feel exhausted do reading like live multiple life span day,0
write journal something good keep secret world depress although feel idiotic happiuness bliss watch news,0
look forward unless feel place though assure fit,1
feel get timid day,4
feel amuse absurdity,1
feel much productive college keep productivity full gear ill chalk idea art project summer train army attack pigeon take tiny uninhabited island,1
guess feel pretty hesitant,4
use feel pretty friendly started spout russia run muck reason do not give shit citizen can not trust,1
may rant feel burden least bit,0
one bear pain anguish yet one continue feel hurt ass still gallivant show,0
feel unsure everything life,4
think we d escape interminable bout bod dress gown feel other lapel charming spectacle type guy tight fitting deep blue combo try intent purpose take another guy red behind,1
I m challenge feel value time,1
still feel muscle ache,0
feel like actually productive today,1
go say make feel unloved shit that s overly dramatic,0
breathe treatment lay bed feel like complete crap could not sleep call thinking really need get steroid ill feel fine right,1
figure feel crappy feel crappy lot feel crappy come try figure certain negative emotion exist especially life pretty damn good time ya,0
would feel timid wear beacuse i d try get dirty etc,4
feel burden href http scratcheverythe,0
feel less stress end day usually discover I ve do,0
can not even remember feel like love,2
tend discomforte feeling maybe get disturbed sense emotion play way book interpret,0
feel resolve less like smoking lung today obviously happy,1
feel frightened want document way feel,4
feel blackburn stubborn team blackpool holloway want positive reaction game even get result,3
suppose bit occasion I ve become horrible annoying person feel strange,4
feel uncertain something act positive powerful way,4
I m sure something come day I m feel little artistic,1
I m feel way she s caring way use,2
feel little adventurous order seafood paella lemonade drink arrive kick order glass sangria,1
still blush feel shocked recreational activity sometimes unwillingly willingly hear sometimes,5
feel people can not possibly appreciate compliment toward can not possibly sincere do not deserve compliment first place,1
begin make dinner feel good succeeded listen result cheerful husband,1
